Id,Date,User,Tweet,Sentiment
11,2022-07-17 23:43:20+00:00,DuaneAbueva8,"#dutertepalpak 
His political positions have been described as populist and nationalist. Duterte's political success has been aided by his vocal support for the extrajudicial killing of drug users and other criminals.",0
12,2022-07-15 16:39:49+00:00,FactUpo,"Sa lahat ng nagawa ni Dutae, isa lang ang totoo. Ang totoo, PEKE lahat. Yung ang totoo! #DutertePalpak #PutDuterteInJail",0
13,2022-07-15 08:12:20+00:00,cristonteveros,May nasasagap na naman akong #DutertePalpak dahil lang sa na unsyameng Rail Train project ng China.,0
14,2022-07-12 04:57:05+00:00,zhetrina,The fact that Marcos Jr cant take time for himself while the country is crashing shows that he does not really care about Filipinos at all. #MarcosInutil #DutertePalpak #MarcosDuterteIbagsak,0
15,2022-07-04 14:24:33+00:00,DITA_manila,"Noon : Mag Jejetski ako papuntang West Phil Sea with a Flag

Ngayon : Ibababa ko ang presyo ng Bigas sa P20/Kilo

Mga Pangakong Di Pinag-Isipan at Di matutupad Kailanman! #Mabubudol #DutertePalpak #MarcosMagnanakaw",0
16,2022-07-04 07:37:00+00:00,UltraViol8r,"#MarcosSinungaling
#MarcosSingawNgBayan
#MarcosMagnanakaw 
#NeverForget
#NeverAgain
#DutertePalpak
Heavens help us, it'll be a long dark night.",0
17,2022-06-30 05:56:47+00:00,wanderstarrr,Sad and in disbelief but not hopeless. #AngatBuhayNGO #BangonPilipinas #NoToMarcos #DutertePanagutin #DutertePalpak #LeniRobredo #LeniRobredoIsMyPresident,0
18,2022-06-30 04:11:33+00:00,dharamemiya1009,"#DefendPressFreedom
#MarcosItakwil
#DutertePalpak",0
19,2022-06-26 15:34:25+00:00,tyroford,Nagkalat mga inutil sa tiktok... puro vidyow ni PRRD... hahaha 14Trillion lang nmn ang utang natin bilib na bilib nmn kayo... hahahha #DutertePalpak Salamat PRRD mo muka mo... hahaha,0
20,2022-06-19 09:22:14+00:00,earlchestr,we know it's a staged shitshow since day 1. we can only expect the succession of worst leadership. #DutertePalpak is a legacy. and we won't get tired screaming #OustMarcos #MarcosMagnanakaw #MarcosNumber1Sinungaling,0
21,2022-06-11 03:39:54+00:00,LopaoMD,May gobyerno pa ba tayo? O wala na talaga silang pakialam sa atin? Yung pagtaas ng presyo ng gasolina/diesel/LPG puro announcement lang ginagawa nung namamahala. Wala man lang pagpalag na nagaganap. Husay husay talaga ng administrasyong ito. #DuterteInutil #DutertePalpak,0
22,2022-06-03 16:28:17+00:00,eathoonz,"thousands are already dead because of EJK and COVID, thousands more earning less or no income, millions of filipino youth losing 2 years of education are legacies of #DutertePalpak",0
23,2022-06-01 07:16:38+00:00,minaringisexy,"Puno lang naman bulsa niyo kaya nasasabi niyo na mas maganda legacy ni du30. Sana all bayad noh tapos sa taumbayan ang singil. Mga gago. Baliktarin niyo man ang mundo hindi niyo pa rin mababago na simula maupo si du30 nagkandaleche-leche ang pinas.

#DuterteLegacy
#DutertePalpak",0
24,2022-05-31 09:12:51+00:00,iambuboy6972,"""The country is in a far better situation than what Du30 inherited from the Aquino adminstration"" says Medialdea.

Ito ay isang malaking panggagago.

#DutertePalpak",0
25,2022-05-30 11:27:24+00:00,carlrage,"May nagpa SUMMIT ng ""LEGACY"" nya, pero ang bisita sila-sila rin naman. Ilang milyon nnaman kaya ginastos nila dun? 🤔
#DutertePalpak",0
26,2022-05-10 08:02:46+00:00,Nurseonduty88,Maduming halalan.npaka duming election under #Duterte #DutertePalpak #COMELECpalpak #COMELECbasura #COMELECBAYARAN,0
27,2022-05-10 01:04:58+00:00,DCanarysings,"I held the Dutertes accountable for opening the Pandora's box! Nagsimula yan sa ""unity kuno, let's forget the past for our country to heal"" daw nung manloloko last 2016 election! I can vividly remember his answer when asked about the Marcoses &amp; their crimes. #DutertePalpak",0
28,2022-05-09 12:25:55+00:00,OryangOryang,"Pati election, nag-regress sa ilalim ni Duterte!! 🙄 Imagine naka-karton (kahon) na lang ngayon ang dating metal boxes. 🙄 #DutertePalpak talaga hanggang huling sandali. Bilisan na ang pagbilang. Gusto na namin ng Robredo regime! 💗🥳🌷",0
29,2022-05-09 12:07:21+00:00,Thepeephole1,"The failure of COMELEC is the FAILURE OF DUTERTE. Commissioners are all his appointees. This election is being held during his watch. He should be held accountable. Isama niyo ito sa Duterte Legacy nyo. 
#COMELECpalpak #COMELECBulok #DutertePalpak #duterteinutil #DuterteLegacy",0
30,2022-05-09 11:40:14+00:00,padrinoPH,"Yung mga nakapila at matagal nang nakapila sa polling centers, tandaan nyo kung sino ang mga nag appoint ng mga current @COMELEC commissioners. #dutertepalpak #DuterteLegacy #Halalan2022",0
31,2022-05-09 11:18:12+00:00,royVives,"Kung may sisisihin, ang masasabi ko lang ay #DutertePalpak",0
32,2022-05-09 08:38:44+00:00,gnormes,"Protest Vote - protesting against the lies, false information and revisionism of the Marcos camp.  Filipinos don't forget.  #MarcosMagnanakaw #DutertePalpak",0
33,2022-05-09 01:15:02+00:00,FactUpo,"Dahil kay #DutertePalpak, pati #ComelecPalpak! #Halaan2022",0
34,2022-05-07 17:00:02+00:00,talktofayekaren,"oh ayan, malapit nang bumaba sa pwesto si duterte. pretty sure i’ll see “sAl@maT tAt@y d!g0n6” on fb &amp; i will take the liberty to angry react to all shared posts i’ll see :) da only credit we should be giving that monster is how he fucked up BIG time
#DutertePalpak
#DuterteInutil",0
35,2022-05-02 11:47:00+00:00,ReplyCarlos1988,"Nasan si Rodrigo Duterte? Is he still breathing? Not that I care pero hello, we need you to announce a holiday or two. Bangon naman. Final stretch na o. Yawa. #DutertePalpak #DuterteLegacy #DuterteResign",0
36,2022-04-28 16:01:38+00:00,xxtinepol,"Kung kailan eleksiyon, saka mo lang ginagawa o sinasabi yung mga dapat ginawa at sinabi mo na noon. Lutang na po kabahuan ng administrasyon mo. Dibale, ilang buwan ka nalang naming titiisin. #DutertePalpak #DahilEleksiyon",0
37,2022-04-28 10:52:37+00:00,apojoe,"#FreeLeilaNow  #DutertePalpak  

Itigil na ang pagkulong dahil sa imbentong kaso",0
38,2022-04-24 08:38:21+00:00,CNorimaki,"Thanks Duterte's Legislators for letting most Artist supporting Leni. If it wasn't for your dumb decision this would not happen. 🤡
#LetLeniLead2022 #NoToMarcosDuterte2022
#DuterteDuwag
#DutertePalpak",0
39,2022-04-24 02:23:10+00:00,wagkamote,"Gone are the days of ""Republika na Walang Plaka""...

Waiting time now for new plates is just 2 months... 

#DutertePalpak",0
40,2022-04-22 11:51:53+00:00,FactUpo,"Tanginang gobyerno, mas lumala ang traffic!! #DutertePalpak",0
41,2022-04-21 15:31:02+00:00,meanY0ung,May ginawa na palang integrated bus terminal sa Bocaue. Pero bakit walang IEC yung gobyerno? At least 3 months dapat sinabihan na commuters. Punyeta tong gobyerno na to. #DutertePalpak talaga! 😒,0
42,2022-04-21 09:34:25+00:00,walphs,May dalawang baso — isang may crack tapos isang walang crack. Ano ang bibilhin mo? ‘Di ba ang obvious choice ay ‘yung walang crack? ‘Yung walang bahid?! #MarcosMagnanakaw #DutertePalpak #LeniKiko2022,0
43,2022-04-21 09:20:57+00:00,Bichubichu_lite,"Mga inutang ni Duterte administration napunta lang sa mga alipores para matakpan ang katarantqduhan nila. Tapos taumbayan magbabayad? Malamarcos lang? 
#NeverAgain 
#MarcosMagnanakaw 
#dutertecorrupt",0
44,2022-04-20 04:37:31+00:00,UltraViol8r,"#DutertePalpak &amp; #TugadeTukmol are so out of touch w/ the commuting public.
Then again, they don't care. They never did.
&amp; idiots want to vote for #MarcosSinungaling, for more of the same.",0
45,2022-04-15 07:36:58+00:00,stompnoise,"No surprises, duterte is protecting trolls #DutertePalpak",0
46,2022-04-13 15:27:36+00:00,marcboni,The lines of commuters on EDSA today were SHOCKING!! Nakakaiyak!! Ang haba ng mga linya ; buong EDSA na ata nakalinya ang commuters!! #DutertePalpak #DuterteLegacy @jdeakin72,0
47,2022-04-13 15:24:32+00:00,marcboni,Our guys took 3 hours for a trip that took 30 mins before; wala lahat ng transport sa EDSA! actually maglakad na lang sila mas mabilis pa @MMDA @NEDAhq @lenirobredo @DOTrPH @jdeakin72 #DutertePalpak #MarcosPalpak,0
48,2022-04-13 15:07:21+00:00,ernest_galecia,#DutertePalpak!!!,0
49,2022-04-10 06:48:43+00:00,MifloresJade,“Jam Magno” TOXICITY OVERLOAD YOU GO TO HELL🔥☄️🔥☄️YOU PESTERS SO MANY LIVES BECAUSE OF YOUR INSANITY😂😂😂 #DutertyLegacy #DutertePalpak #KarmaForLife,0
50,2022-04-08 13:14:12+00:00,Tatsulok13,Buti nagsira ang live feed. Sino yung muntanga na kumuda about #dutertepalpak and his wifey bonggonngong kakaloka #TalindegPangasinan,0
51,2022-04-05 10:37:12+00:00,h3yYOUmatter,"ang lakas ng loob ng gobyerno na magpa-RTO wala namang mass transpo, super haba ng pila!!!!!

#DutertePalpak",0
52,2022-04-04 01:20:40+00:00,kenshee123,Watching Headstart... @DickGordonDG is on 🔥🔥🔥🔥#DuterteCorrupt,0
53,2022-03-31 23:00:51+00:00,jmschumey,Saan ba talaga napunta ang inutang? More than half ng bakuna ay donated. Kulanh ang ayuda. Tinipid ang bayad sa HCWs. Di bayad na mga ospital &amp; hotels. Bilyon ang ambag ng LGUs &amp; private sector. Saan nga kaya ginasta? Utang pa more si Inutil! #DuterteCorrupt,0
54,2022-03-31 15:53:21+00:00,_rg_bndct,"grabe, 6 minutes na lang ay April na. Parang kaka-celebrate lang ng new year kagabi tapos ilang buwan na pala ang nakalipas.

ang bilis ng panahon, konti na lang baba na ang kriminal, pahirap, at konta-mamayang si duterte sa pwesto! HAHSHAHAK

#OustDuterte
#DutertePalpak",0
55,2022-03-30 11:43:52+00:00,jc_pagdanganan,Galing mag redtag nitong pangulo nyo di naman masugpo ang corruption at mahuli ang mga drug lords. #DutertePalpak,0
56,2022-03-30 11:43:48+00:00,snowqueenII,Nanggigil ako sa pag red tag ni Dutae sa #Gabriela. Sakit batok. @ArleneBrosas #DuterteCorrupt,0
57,2022-03-29 21:00:37+00:00,KitVagana,#DuterteCorrupt,0
58,2022-03-29 21:00:32+00:00,KitVagana,#DutertePalpak,0
59,2022-03-29 08:59:35+00:00,jmschumey,"Duterte: Bahala na yung bagong presidente humanap ng pera. Before he stepped down, PNoy made sure his successor had funds &amp; left a healthy economy. #DutertePalpak #DuterteCorrupt",0
60,2022-03-29 00:48:14+00:00,jmschumey,Carrot farmers are losing ₱2.5M a day to smuggling. Puro from China syempre. They’ve written to Du30 &amp; included evidences. Dead ma si Inutil. Grabe daw ang smuggling sa adming ito. #DutertePalpak #DuterteCorrupt,0
61,2022-03-22 12:57:17+00:00,audaxaudacis1,"Of course Duterte backs his fellow liars and thieves. 
#DutertePalpak #dutertelegacy #dutertemagnanakaw",0
62,2022-03-22 08:14:03+00:00,audaxaudacis1,"Duterte endorses thieves 🤢 Big surprise! Duterts term as president is just like Marcos Sr's-- Lots of killings, lots of plunder, lots of favors to powerful people. Hello Pharmally and Michael Yang! Hi Mr. Lao! 😂 #dutertepalpak #dutertemagnanakaw",0
63,2022-03-20 16:11:04+00:00,papa_ramir,Walden Bello has resorted to singing Sinatra to serenade the cowards and call out Comelec on the futility of their sanctions on debate absentees. #Halalan2022 #PiliPinasDebates2022 #MarcosDuwag #DutertePalpak 🇵🇭✊💖,0
64,2022-03-20 15:12:39+00:00,papa_ramir,"Walden Bello truthbombs. Calling out the two jokers who are absent from the debates and the weakness of Comelec’s sanctions on these f@ck!ng cowards. Ok, I added that last bit.🙄💩🤮 #MarcosDuwag #DutertePalpak #PiliPinasDebates2022 🇵🇭✊💖",0
65,2022-03-19 11:34:52+00:00,ianjereth,"ka leody really said #DutertePalpak

#PiliPinasDebates2022",0
66,2022-03-18 12:05:49+00:00,UltraViol8r,"Karl Chua, tuta ni #DutertePalpak, may the deaths you cause with your stubborn decision to push RTO this 01APR2022 haunt you &amp; your kin.
#MarcosNumber1Sinungaling
#DutertePalpak",0
67,2022-03-17 14:02:41+00:00,robert1001smith,"High priest demon is now making a chess move to make sure his daughter Basagulera would win on VP position this coming election 2022, they cannot deny how successful was the sortees of #LeniKiko2022 team compared to LBMs

#ZamboangaIsPink
#DutertePalpak
#MarcosNumber1Sinungaling",0
68,2022-03-16 15:19:10+00:00,robert1001smith,"My officemates are infuriated becs of the mandatory R2O set by our very much competitive gov't -- becs many of them had vacated their apartments here in the Metro &amp; returned to their province/s whilst on WFH set up. Sana man lng ngwindow period muna kyo, ano?

#DutertePalpak 🤡",0
69,2022-03-16 11:06:55+00:00,migeulspam,no to duterte this dog the main reason why vp leni robredo facing a lot of misogynist comments #dutertepalpak #LeniKiko2022,0
70,2022-03-16 06:43:36+00:00,jmschumey,Ayaw daw ni Inutil ng gambling kaya lang kailangan natin ng pera dahil sa pandemic &amp; fuel crisis. Sinungaling? Wala pang Virus &amp; crisis nung payagan mo yung mga POGOs. #DutertePalpak #DuterteCorrupt #DuterteSinungaling,0
71,2022-03-15 02:38:00+00:00,DCanarysings,Oil prices are spiking at all time high YET still this government doesn't have the sense of urgency!!!! Ano na??????🤬 #DutertePalpak,0
72,2022-03-15 01:04:16+00:00,jmschumey,"Despite the fuel crisis, Du30 will not call for an emergency session of congress as it will allow the Commission on Appointments to convene &amp; question his new appointees. #DuterteCorrupt #DutertePalpak",0
73,2022-03-13 04:47:07+00:00,KitVagana,#DuterteCorrupt,0
74,2022-03-13 04:47:03+00:00,KitVagana,#DutertePalpak,0
75,2022-03-13 00:52:43+00:00,jmschumey,"Matatapos na ang term ni Inutil, wala pa ring silang pandemic response expense report &amp; cost of vaccines. #DutertePalpak #DuterteCorrupt",0
76,2022-03-12 22:39:13+00:00,chari1_946,"#NeverAgain Sa mga corrupt, may problem attitude, maka-abusadong dayuhan at higit sa lahat sa mga sinungaling at magnanakaw!😕🙄😒😏 #BoyingSinungaling #MarcosNumber1Sinungaling #MarcosManggagamit #MarcosManlilinlang #DutertePalpak #DuterteTuta",0
77,2022-03-12 16:03:55+00:00,markalvinpoa,"I kinda hate that the campaign is making me hope again. 
Medyo okay na ako sa pagiging edgy badtrip cynical last 2021. just being angry at the gov't and posting #DutertePalpak. Tapos lalabas itong mga rallies na ito at ipapakita na marami pa ring gusto ang ikabubuti ng Pilipinas.",0
78,2022-03-11 04:51:00+00:00,DCanarysings,Parang andaming last minute government post appointments ah! Puro key component &amp; high positions! Porket busy sa eleksyon tingin nyo di na namin mapapansin? #Dutertepalpak,0
79,2022-03-11 04:10:40+00:00,bangtanboiph,I’m pretty sure @BTS_twt wouldn’t want to be associated with the Marcoses and the Dutertes - people who have been proven to have stolen not just money but also actual lives of people. #MarcosMagnanakaw #DutertePalpak,0
80,2022-03-10 12:55:58+00:00,markalvinpoa,Trying to stay relevant si #DutertePalpak?,0
81,2022-03-09 11:12:40+00:00,jmschumey,"Now na may fuel crisis, magagamit sana natin ang kita ng Malampaya. Kaso may magaling na ibinenta ang Malampaya sa crony ni Inutil. #DuterteCorrupt #DutertePalpak",0
82,2022-03-08 06:42:38+00:00,DCanarysings,Anong meron bakit parang nagbabayad utang si PDuts sa mga Marcos? 🧐 #DutertePalpak,0
83,2022-03-07 14:53:58+00:00,lnzdnlgnzls,"Puro kasi ""build, build, build"" at kung ano anong payabang na projects ang ginagawa kahit na alam nilang mas kailangan i-subsidize yung road based transportation. Kaya ngayon mga commuters at jeepney drivers ang magkagalit. #DutertePalpak",0
84,2022-03-05 14:02:36+00:00,pinoysiwowie,"wala namang isang salita yang si duterte. neutral daw siya pero sabi ilocano raw ang piliin. kaya yung dramang may gumagamit ng droga sa mga kandidato, gimik na lang para mapag-usapan si batugan. #DutertePalpak #MostCorrupt #MostEvil",0
85,2022-03-03 00:44:29+00:00,unlucky911,"They killed @KasamangChad. They'll kill anyone whose voice is loud enough. RIP, activists.
#DutertePalpak",0
86,2022-03-01 11:25:23+00:00,CosmicPoo,Ukraine elected a Actor/Comedian and got a leader they deserve while in the Philippines elected a leader and we got a comedian. #DutertePalpak,0
87,2022-03-01 01:42:39+00:00,jmschumey,I do not agree na Customs ang pinaka corrupt sa adming ito. Sumusunod lang yan sa utos ng Office of the President. #DuterteCorrupt,0
88,2022-02-28 23:45:18+00:00,1020Hiraya,Huy! 🐢 hindi ka pa ba mag eemergency cabinet meeting kasi pataas na ng pataas ang oil prices. May economic crisis na. If tumaas ang oil tataas lahat ng bilihin. Tanginits! Palibhasa nagmamadali na umalis. #dutertepalpak,0
89,2022-02-28 15:24:37+00:00,wagkamote,"Alert Level 1 na bukas, wala ba jan #DutertePalpak?

😏",0
90,2022-02-28 08:13:08+00:00,DaVincentsCode,"Tangina, ano naman kung former comedian yung president ng Ukraine? Yung presidente nga ng Pilipinas, comedian din eh, pero hindi naman siya nakakatawa. #DutertePalpak",0
91,2022-02-27 08:59:13+00:00,_Lola_Ganda_,"According to today's gospel, a good tree doesn't bear rotten fruit and a rotten tree doesn't bear good fruit. Kaya do not forget
#MarcosNumber1Sinungaling 
#MarcosMagnanakaw 
#DuterteDuwag 
#dutertepalpak",0
92,2022-02-26 11:46:22+00:00,everydayfight13,Kadiri yung mga pinoy na suportado ang pagkamatay ng isang tao dahil lang against siya sa politikong sinusuportahan ninyo. Tangina niyo. Mga demonyo. mga bobo tulad ng poon niyo!!! #DutertePalpak #BBMNumber1Sinungaling #BBMDuwag #Dutertedemonyo,0
93,2022-02-26 05:33:13+00:00,Thepeephole1,"So may bagong script na genius daw si Lolo sa foreign policy dahil enemy to none?!Good foreign policy ba na tawaging sonofab*tch ang US president?Murahin ang head ng smallest independent state nang bumisita sha sa Pinas? Sumipsip lang sa Ruso at Tsina,genius na?! 
#dutertepalpak",0
94,2022-02-26 00:01:30+00:00,Xylo143,"kamusta gising mo @bongbongmarcos ? Hello daw sabi ng CDO, CEBU and Iloilo! #notomagnanakaw daw sila. #NoToMarcosDuterte2022 no to #MarcosNumber1Sinungaling #dutertepalpak #MarcosMagnanakaw",0
95,2022-02-25 03:03:31+00:00,Xylo143,Wa #LaUnionForBBMSARA #MarcosMagnanakaw #DutertePalpak #NeverAgain #NeverForget,0
96,2022-02-24 21:54:33+00:00,FactUpo,"Ngayon ko narealize kung paano tayo naging mababaw na bansa. Ang isyu natin, kampanya, artista, pulitika. Hindi naman tayo ganito, mula lng ng maupo si Dutae. May gyera na, may laban ba tayo kung sakali? May plano ba tayo? Mabubuhay ba tayo? #DuterteInutilPaRin #DutertePalpak",0
97,2022-02-24 13:29:11+00:00,Harperblammo,3 months ka na lang #DutertePalpak. Yaya Bong Go will pack your kulambo soon.,0
98,2022-02-23 12:28:56+00:00,MangDonald8,"Ang mahal ng gasolina at krudo. Wala namang naririnig mula kay DUTERTE kung paano tayo makakaahon mula dito. Magtataas pa ng buwis.
#DuterteLegacy #dutertepalpak
 
Huwag nating kalilimutan
na si SARA ay DUTERTE.
#KulayRosaAngBukas
#Kakampink 
#LeniKikoAllTheWay",0
99,2022-02-23 11:57:45+00:00,Xylo143,HAKOT FOR #BacolodForBBMSARA HAHAHAHAHA #MarcosNumber1Sinungaling #MarcosMagnanakaw #dutertepalpak #NeverAgain #NeverForget,0
100,2022-02-22 11:41:50+00:00,ReplyCarlos1988,"Nanonood ba kayong TV Patrol or 24 Oras ngayong araw? Daming problema sa gasolina, presyo ng bilihin, pero bakit parang wala tayong gobyerno?! Duterte igalaw mo naman yung baso kung may presidente pa kami. 

Tapos yung anak gusto mag VP?! 🤮🤮🤮

#AbsenteePresident
#DutertePalpak",0
101,2022-02-20 03:35:51+00:00,tagapagmulat,Ilang buwan na lang mag-iimpake na si Duterte. Kasama ba sa ibabagahe ang malalaking kasong kinasangkutan ng mga taong malalapit sa kanya? O wala nang pake? #DuterteCorrupt #DavaoMafia #ImpakeWalangPake,0
102,2022-02-20 02:00:14+00:00,AlexSantibanezX,"6 years pinag mumura, nilait, binaboy, ginawan ng fake news si Leni tapos ngayon lumalaban na, iiyak ng ""no to negative campaigning"" bigla?  Ulul. Kasalanan nyo bkt galit kami. Magnanakaw. Sinungaling. Mamamatay tao. kapal ng mukha ng pamilya nyo #MarcosMagnanakaw #DutertePalpak",0
103,2022-02-19 14:05:00+00:00,pinoysiwowie,yan din ang hinala ko kaya mukhang di katiwa-tiwala yung inilagay ni #DutertePalpak sa COA. pero dapat hindi sumunod ang ibang opisyal ng COA kung may gagawing kabulastugan ang bagong appointee.,0
104,2022-02-19 09:39:04+00:00,pinoysiwowie,ano ba yan pati vice president ng isang kompanya pinatay ng mga nakamotor. hindi makakatulong sa pagpasok ng foreign investment ang ganyang balita. #DutertePalpak #WorstAdministration,0
105,2022-02-17 07:01:38+00:00,RafrafTrump,"Simply stop all government corruption in Philippines and everyone work deligently, and it will solve the problem.
#dutertepalpak",0
106,2022-02-14 05:11:22+00:00,mon_laurista,"NAGMAMAHALAN din ngayon ang GASOLINA, KURYENTE, at TUBIG!

#DutertePalpak",0
107,2022-02-12 13:31:58+00:00,kanaotsu_yuurri,#dutertepalpak jusq duterte,0
108,2022-02-12 05:54:54+00:00,iamocto1,WALA SANANG #AkoSiLenLen kung walang #MarcosMagnanakaw at  #DuterteCorrupt  yan ang katotohanan !  #BBMSARA2022 mga pambato ng China at Mambubudol sa Pilipinas !!!   saksak mo yan sa kukote mo @SenImeeMarcos  #KulayRosasAngBukas #LeniKiko2022 #Halalan2022 #NagmamaLenis,0
109,2022-02-12 00:37:15+00:00,gintoismo,Akap sa lahat ng naooffend at nainsulto ng mga insensitive remarks ng mga highest paid trolls. Okay balik na tayo sa tinatakpang issue. #DutertePalpak #BBMduwag,0
110,2022-02-10 00:17:55+00:00,pinoysiwowie,nasaan na nga ba si cusi? puro politika ang inuuna. ano ang ginawa niya para makontrol ang pagtaas ng gasolina? #DZBB #DutertePalpak #CusiPalpak,0
111,2022-02-09 15:22:15+00:00,pinoysiwowie,"ano bang ginawa ng gobyerno para mapababa ang mga presyo ng bilihin? lahat ng mga produktong agrikultural ang apektado ng mga price hike. ano plano nila sa mga Pilipino? pahirapan? gutumin? hindi porke mag-e-eleksyon, hindi na sila maramdaman. #DutertePalpak #AgriSecPalpak",0
112,2022-02-08 12:27:31+00:00,MadmoizelleEri,bakit may #dutertepalpak pa rin. haller ang baba kaya ng trust rating ng mama niyo 😒😒😒,0
113,2022-02-08 01:20:56+00:00,alexander200073,Bakit Babangon Muli ang Eme nila. Kala ko ba nka bangon na ky #dutertepalpak ?,0
114,2022-02-07 15:50:07+00:00,Xylo143,sana masarap tulog mo Toni Gonzaga  #NeverAgain #MarcosMagnanakaw #Dutertepalpak #NotoMarcosDuterte2022,0
115,2022-02-07 13:40:30+00:00,tyroford,"Taena neto, dahil daw kay mark villar kaya nagkaroon ng tulay kalsada... FYI pera ng bayan yan.... at nakinabang din ang villar group sa mga proyekto na yan.... kaya ung mga agriculture land dyan kayo na next na magiging Camella... hahaha #dutertepalpak",0
116,2022-02-07 03:31:03+00:00,tope_carlo,#KulayRosasAngBukas talaga. We cannot not let this happen. Please. Maawa na kayo sa bansa natin. No more #MarcosMagnanakaw #MarcosNumber1Sinungaling #dutertepalpak .,0
117,2022-02-04 14:46:55+00:00,_rg_bndct,"Magmula nang nagkaroon ng mga debate, interviews, at forum. 

Natabunan na si Duterte ng mga usapin tungkol sa eleksyon-- ito ay simbolo kung gaano siya kaiirelevant at kapalpak na pati ang presensiya niya bilang lider ay hindi na hinahanap.

#DutertePalpak
#OustDuterte",0
118,2022-02-03 09:16:38+00:00,dingdongbahan,"So proud of himself, pero nakalimutan nya ata na rampant ang fake news dahil sa administrasyon na to. 

#DutertePalpak",0
119,2022-02-01 13:30:22+00:00,mjpascual08,Ang consistent naman ni #DutertePalpak sa pag-appoint ng “Best and the Brightest”! Nagkalat ng basura sa gobyerno. Grabe!,0
120,2022-02-01 04:09:19+00:00,ChrisBelison,"Ferolino just made history. On the wrong side nga lang. Sabagay, did we really expect something better from a #DutertePalpak appointee? 🤮 

#FerolinoResign #IStandWithGuazon #BBMNumber1Sinungaling",0
121,2022-02-01 03:25:23+00:00,papa_ramir,"107 days. Machinations &amp; Distractions. Gising, Pilipinas.🇵🇭✊#MarcosDuwag #MarcosMagnanakaw #DutertePalpak #FerolinoResign",0
122,2022-01-28 10:23:00+00:00,rmrtnez_,"Tama naman, the incompetent Duterte enabled the return in power of oligarch and corrupt Marcoses. So bakit mo ibabalik ang mga Marcos at Duterte sa gobyerno kung talagang may concern ka sa bansa, sa pamilya mo at sa sarili mo?  #DutertePalpak #SolidsNort #SARAmpuradoBugbogSarado",0
123,2022-01-28 08:49:21+00:00,EGsandwits,"Galit daw sa oligarchs ang pangulo pero OLIGARCHS din ang CRONIES niya.

#DutertePalpak
#DuterteWakasan",0
124,2022-01-28 06:12:54+00:00,dkarlocastro,"Pilipinas: pangatlo sa may pinaka maraming KPop fans sa mundo!

Pilipinas: pang huli sa Covid-19 Resilience Index ng @business 

#DutertePalpak",0
125,2022-01-27 12:17:03+00:00,heelbnzns,"Never forget, especially now that he is quiet and not doing anything and still sleeping: #DutertePalpak",0
126,2022-01-27 07:23:13+00:00,KitVagana,#DutertePalpak,0
127,2022-01-27 02:50:23+00:00,jmschumey,Tonto! How can Filipinos have a comfortable life with a ₱13trillion nat’l debt staring them in the face? #NEDAPalpak #DutertePalpak #DuterteResign,0
128,2022-01-27 02:35:19+00:00,nicomontinola,"Philippines Corruption Index Score: 33/100. Rank: 117/180 countries.
This is an official stamp of failure by the Duterte regime, challenging the next administration to reverse the damage done to public and private institutions, and the economy.
#dutertepalpak",0
129,2022-01-26 14:26:39+00:00,Myboo519,"Channel 2 - Villar
Studio 23 - Chua
Channel 43 - Quiboloy

galit sa oligarchs…

Hindi halatang planado!

#DutertePalpak #DuterteLegacy",0
